T,p,q,sell_agg
1789135505420,79488.8,0.011,True
1789135505421,79487.8,0.003,True
1789135505423,79485.4,0.033,True
1789135505449,79485.4,0.064,False
1789135505500,79485.3,0.086,True
1789135505525,79485.4,0.062,False
1789135505583,79485.3,0.001,True
1789135505586,79485.4,0.001,False
1789135505678,79485.3,0.199,True
1789135505734,79485.4,0.107,False
1789135505768,79485.3,0.05,True
1789135505801,79485.4,1.476,False
1789135505803,79490.5,0.002,True
1789135505873,79490.6,0.067,False
1789135505915,79490.5,0.454,True
1789135506010,79490.4,0.001,True
1789135506016,79485.9,0.128,True
1789135506038,79485.5,0.001,True
1789135506039,79484.9,0.047,True
1789135506046,79484.0,0.038,True
1789135506047,79482.9,0.001,True
1789135506051,79481.5,0.315,True
1789135506052,79480.8,0.003,True
1789135506053,79480.1,0.524,True
1789135506054,79479.5,0.03,True
1789135506055,79478.9,0.001,True
1789135506057,79477.2,0.001,True
1789135506059,79476.4,0.043,True
1789135506068,79476.5,0.432,False
1789135506127,79476.4,0.594,True
1789135506138,79477.0,0.002,False
1789135506139,79478.3,0.001,False
1789135506141,79480.5,0.001,True
1789135506145,79480.8,0.001,False
1789135506147,79481.5,0.001,False
1789135506148,79481.5,0.001,True
1789135506149,79481.8,0.004,False
1789135506153,79481.7,0.007,True
1789135506162,79481.8,9.415,False
1789135506194,79481.9,0.002,False
1789135506195,79481.8,2.39,False
1789135506244,79489.4,2.698,False
1789135506340,79489.3,4.006,True
1789135506387,79489.2,0.001,True
1789135506438,79484.8,0.002,True
1789135506439,79482.3,0.028,True
1789135506440,79482.0,0.042,True
1789135506460,79482.1,0.06,False
1789135506516,79482.0,0.038,True
1789135506581,79482.1,0.001,False
1789135506641,79482.0,0.001,True
1789135506675,79482.1,0.131,False
1789135506799,79482.0,0.62,True
1789135506905,79482.1,0.01,False
1789135506919,79482.0,0.13,True
1789135506940,79482.1,0.011,False
1789135507044,79482.1,0.002,False
1789135507144,79482.0,0.001,True
1789135507146,79482.1,0.1,False
1789135507148,79482.0,0.597,True
1789135507239,79482.1,0.058,False
1789135507241,79484.7,0.027,False
1789135507302,79484.6,0.01,True
1789135507337,79484.7,0.586,False
1789135507346,79484.8,0.002,False
1789135507347,79489.7,0.021,False
1789135507348,79489.6,0.017,True
1789135507521,79489.7,0.754,False
1789135507533,79489.6,0.013,True
1789135507538,79489.7,0.254,False
1789135507650,79489.6,0.137,True
1789135507805,79489.6,0.281,True
1789135507832,79489.7,0.02,False
1789135507920,79489.6,1.061,True
1789135507921,79487.0,0.001,True
1789135507923,79485.8,0.001,True
1789135507924,79485.0,0.002,True
1789135507925,79484.6,0.138,True
1789135507926,79484.5,0.001,True
1789135507929,79480.8,0.002,True
1789135507931,79480.6,0.039,False
1789135507933,79480.2,0.001,True
1789135507934,79480.0,0.003,True
1789135508012,79478.8,1.178,True
1789135508022,79478.9,0.055,False
1789135508059,79478.8,0.041,True
1789135508084,79478.9,0.006,False
1789135508085,79481.0,0.014,False
1789135508086,79484.1,0.022,False
1789135508103,79484.0,0.11,True
1789135508242,79484.0,0.049,True
1789135508270,79484.1,0.278,False
1789135508293,79484.0,0.003,True
1789135508339,79484.1,0.501,False
1789135508348,79484.3,0.002,False
1789135508349,79486.1,0.01,False
1789135508353,79486.0,0.08,True
1789135508432,79486.1,0.003,False
1789135508433,79489.2,0.05,False
1789135508435,79489.1,1.002,True
1789135508529,79489.2,0.004,False
1789135508596,79489.1,2.177,True
1789135508597,79487.2,0.001,True
1789135508614,79486.1,0.01,False
1789135508628,79486.0,0.986,True
1789135508730,79486.0,0.004,True
1789135508740,79486.1,0.035,False
1789135508794,79486.0,0.021,True
1789135508898,79486.0,0.089,True
1789135508899,79484.1,0.012,True
1789135508941,79484.0,0.046,True
1789135508942,79482.1,0.022,True
1789135508976,79482.2,0.001,False
1789135508984,79482.1,0.008,True
1789135509059,79482.2,0.03,False
1789135509068,79482.1,0.2,True
1789135509069,79482.2,0.002,False
1789135509081,79482.1,0.202,True
1789135509082,79481.1,0.001,True
1789135509084,79478.5,0.002,True
1789135509094,79477.9,0.015,False
1789135509162,79477.8,0.03,True
1789135509218,79477.9,0.031,False
1789135509220,79477.8,0.038,True
1789135509315,79477.4,0.001,True
1789135509337,79476.8,0.072,True
1789135509429,79475.1,0.071,False
1789135509468,79475.0,0.001,True
1789135509511,79475.1,0.001,False
1789135509533,79475.0,0.63,True
1789135509571,79475.1,0.069,False
1789135509574,79475.0,0.006,True
1789135509580,79475.1,0.09,False
1789135509617,79475.0,0.013,True
1789135509631,79475.1,0.117,False
1789135509682,79475.0,11.133,True
1789135509684,79475.1,0.02,False
1789135509760,79475.1,0.01,False
1789135509779,79475.0,0.278,True
1789135509827,79475.1,0.009,False
1789135509846,79475.1,0.104,False
1789135509892,79475.0,1.168,True
1789135509933,79475.1,0.002,False
1789135509935,79475.0,0.582,True
