t,close
2024-05-17 00:00:00,8.588
2024-05-17 08:00:00,8.645
2024-05-17 16:00:00,8.572
2024-05-18 00:00:00,8.639
2024-05-18 08:00:00,8.534
2024-05-18 16:00:00,8.581
2024-05-19 00:00:00,8.541
2024-05-19 08:00:00,8.25
2024-05-19 16:00:00,8.107
2024-05-20 00:00:00,8.315
2024-05-20 08:00:00,8.449
2024-05-20 16:00:00,9.112
2024-05-21 00:00:00,9.086
2024-05-21 08:00:00,9.244
2024-05-21 16:00:00,9.321
2024-05-22 00:00:00,9.225
2024-05-22 08:00:00,9.234
2024-05-22 16:00:00,9.006
2024-05-23 00:00:00,9.04
2024-05-23 08:00:00,8.744
2024-05-23 16:00:00,8.931
2024-05-24 00:00:00,8.893
2024-05-24 08:00:00,8.955
2024-05-24 16:00:00,8.961
2024-05-25 00:00:00,9.046
2024-05-25 08:00:00,9.105
2024-05-25 16:00:00,9.095
2024-05-26 00:00:00,9.107
2024-05-26 08:00:00,9.136
2024-05-26 16:00:00,9.053
2024-05-27 00:00:00,9.14
2024-05-27 08:00:00,9.692
2024-05-27 16:00:00,9.663
2024-05-28 00:00:00,9.294
2024-05-28 08:00:00,9.675
2024-05-28 16:00:00,9.365
2024-05-29 00:00:00,9.372
2024-05-29 08:00:00,9.142
2024-05-29 16:00:00,9.096
2024-05-30 00:00:00,8.936
2024-05-30 08:00:00,9.311
2024-05-30 16:00:00,9.186
2024-05-31 00:00:00,9.172
2024-05-31 08:00:00,9.071
2024-05-31 16:00:00,9.147
2024-06-01 00:00:00,9.09
2024-06-01 08:00:00,9.091
2024-06-01 16:00:00,9.078
2024-06-02 00:00:00,9.022
2024-06-02 08:00:00,9.04
2024-06-02 16:00:00,8.925
2024-06-03 00:00:00,9.096
2024-06-03 08:00:00,9.043
2024-06-03 16:00:00,8.929
2024-06-04 00:00:00,8.883
2024-06-04 08:00:00,9.072
2024-06-04 16:00:00,9.162
2024-06-05 00:00:00,9.259
2024-06-05 08:00:00,9.297
2024-06-05 16:00:00,9.318
2024-06-06 00:00:00,9.16
2024-06-06 08:00:00,9.24
2024-06-06 16:00:00,9.103
2024-06-07 00:00:00,9.161
2024-06-07 08:00:00,9.343
2024-06-07 16:00:00,8.593
2024-06-08 00:00:00,8.526
2024-06-08 08:00:00,8.176
2024-06-08 16:00:00,8.126
2024-06-09 00:00:00,8.246
2024-06-09 08:00:00,8.487
